SECCIO_CENSAL;US;PROMIG_VALOR_CAD;NR_LOCALS
S-07005;COMERÇ;        49,356.05;31
S-07005;EMMAGATZEMATGE;         8,572.43;113
S-07005;HOTEL;        51,286.60;1
S-07005;INDUSTRIA;        24,921.57;2
S-07005;OFICINA;       174,457.88;5
S-07005;SOL SENSE EDIFICAR;       130,281.64;2
S-07005;VIVENDA;        53,855.19;268
S-07006;ALTRES USOS;       184,037.62;2
S-07006;COMERÇ;       141,866.83;20
S-07006;EMMAGATZEMATGE;        23,223.23;255
S-07006;ENSENYAMENT;        74,507.22;6
S-07006;INDUSTRIA;       858,358.69;3
S-07006;OFICINA;        86,990.43;10
S-07006;SOL SENSE EDIFICAR;       178,241.61;1
S-07006;VIVENDA;        52,847.69;343
S-07007;COMERÇ;        44,752.76;28
S-07007;EMMAGATZEMATGE;        12,805.41;68
S-07007;INDUSTRIA;        86,173.29;3
S-07007;OFICINA;        22,239.06;1
S-07007;SOL SENSE EDIFICAR;        22,725.09;7
S-07007;VIVENDA;        37,328.45;319
S-07008;COMERÇ;        45,361.65;50
S-07008;EMMAGATZEMATGE;        22,432.92;24
S-07008;ENSENYAMENT;       151,790.11;1
S-07008;HOTEL;        30,864.28;1
S-07008;INDUSTRIA;        35,034.01;7
S-07008;OFICINA;       100,307.95;1
S-07008;SOL SENSE EDIFICAR;        58,109.19;6
S-07008;VIVENDA;        30,000.94;503
S-07009;COMERÇ;        40,163.29;13
S-07009;EMMAGATZEMATGE;         7,433.33;68
S-07009;VIVENDA;        37,882.07;145
S-07010;ALTRES USOS;       675,760.72;3
S-07010;COMERÇ;        94,228.79;24
S-07010;EMMAGATZEMATGE;         8,808.41;211
S-07010;ESPORTIU;       169,093.96;1
S-07010;INDUSTRIA;        75,095.26;7
S-07010;OFICINA;        44,097.93;3
S-07010;SOL SENSE EDIFICAR;        12,063.25;3
S-07010;VIVENDA;        46,137.74;365
S-07011;ALTRES USOS;       734,672.67;1
S-07011;COMERÇ;        39,454.35;27
S-07011;EMMAGATZEMATGE;        15,069.17;48
S-07011;ENSENYAMENT;        53,844.18;1
S-07011;HOTEL;        35,491.08;1
S-07011;INDUSTRIA;        14,295.62;3
S-07011;OFICINA;        38,406.13;1
S-07011;SOL SENSE EDIFICAR;        10,511.75;16
S-07011;VIVENDA;        40,898.57;348
S-07012;COMERÇ;        43,545.72;22
S-07012;EMMAGATZEMATGE;         5,386.31;185
S-07012;OFICINA;        58,292.75;1
S-07012;VIVENDA;        32,464.03;344
S-07013;COMERÇ;        53,003.71;57
S-07013;EMMAGATZEMATGE;        13,084.33;112
S-07013;INDUSTRIA;        14,975.45;1
S-07013;SOL SENSE EDIFICAR;        33,951.84;3
S-07013;VIVENDA;        35,065.27;517
S-07014;COMERÇ;        47,269.02;54
S-07014;EMMAGATZEMATGE;        27,191.41;58
S-07014;ENSENYAMENT;       120,568.88;2
S-07014;INDUSTRIA;        38,738.10;9
S-07014;OFICINA;        35,878.72;1
S-07014;SOL SENSE EDIFICAR;        29,477.52;7
S-07014;VIVENDA;        40,236.62;788
S-07015;COMERÇ;        39,039.44;22
S-07015;EMMAGATZEMATGE;        10,531.81;20
S-07015;SOL SENSE EDIFICAR;        42,632.04;9
S-07015;VIVENDA;        35,609.15;218
S-07017;COMERÇ;        60,193.06;11
S-07017;EMMAGATZEMATGE;        18,191.25;26
S-07017;OFICINA;        66,145.79;2
S-07017;SOL SENSE EDIFICAR;        44,398.13;4
S-07017;VIVENDA;        34,817.96;198
S-07018;COMERÇ;        40,216.94;5
S-07018;EMMAGATZEMATGE;        16,190.60;2
S-07018;ENSENYAMENT;        52,551.23;1
S-07018;OFICINA;        62,703.41;2
S-07018;VIVENDA;        45,434.80;94
S-07019;COMERÇ;        37,741.61;11
S-07019;EMMAGATZEMATGE;        17,156.40;20
S-07019;INDUSTRIA;        17,629.11;2
S-07019;OFICINA;        41,166.97;3
S-07019;VIVENDA;        50,256.11;228
S-07021;COMERÇ;        67,528.76;19
S-07021;EMMAGATZEMATGE;         8,631.44;82
S-07021;ESPORTIU;    16,607,724.56;1
S-07021;INDUSTRIA;        22,930.17;3
S-07021;OFICINA;       103,377.75;2
S-07021;VIVENDA;        44,095.43;256
S-07022;COMERÇ;        24,327.24;7
S-07022;EMMAGATZEMATGE;         6,281.30;88
S-07022;ENSENYAMENT;        84,456.69;2
S-07022;VIVENDA;        38,962.84;273
S-07023;ALTRES USOS;       351,987.93;1
S-07023;COMERÇ;       168,863.28;63
S-07023;EMMAGATZEMATGE;         8,325.52;687
S-07023;ENSENYAMENT;       431,041.24;5
S-07023;ESPORTIU;       164,278.92;1
S-07023;HOTEL;       100,925.79;2
S-07023;INDUSTRIA;       322,364.77;10
S-07023;OFICINA;        96,898.65;16
S-07023;SOL SENSE EDIFICAR;       164,820.93;3
S-07023;VIVENDA;        71,190.48;698
S-07024;COMERÇ;        40,718.85;19
S-07024;EMMAGATZEMATGE;        13,535.07;232
S-07024;HOTEL;        38,680.34;1
S-07024;INDUSTRIA;        56,235.67;2
S-07024;OFICINA;        60,361.08;17
S-07024;PUBLIC;       284,503.96;1
S-07024;VIVENDA;        48,495.34;459
S-07025;ALTRES USOS;        65,773.00;2
S-07025;COMERÇ;        36,593.78;20
S-07025;EMMAGATZEMATGE;        14,120.63;24
S-07025;INDUSTRIA;         4,319.25;1
S-07025;RELIGIOS;       268,371.12;1
S-07025;SOL SENSE EDIFICAR;       235,504.47;1
S-07025;VIVENDA;        29,766.61;266
S-07026;ALTRES USOS;       521,147.31;1
S-07026;COMERÇ;        49,481.69;27
S-07026;EMMAGATZEMATGE;         9,777.25;118
S-07026;OFICINA;        14,300.72;9
S-07026;SOL SENSE EDIFICAR;        11,282.57;4
S-07026;VIVENDA;        31,536.29;261
S-07027;COMERÇ;        50,161.41;70
S-07027;EMMAGATZEMATGE;         8,566.89;154
S-07027;HOTEL;        74,873.61;1
S-07027;INDUSTRIA;        54,991.45;2
S-07027;OFICINA;        36,658.16;2
S-07027;SOL SENSE EDIFICAR;       147,137.24;1
S-07027;VIVENDA;        31,500.84;545
S-07028;ALTRES USOS;        43,485.67;1
S-07028;COMERÇ;        59,956.35;61
S-07028;EMMAGATZEMATGE;         6,998.95;252
S-07028;ENSENYAMENT;        36,856.35;2
S-07028;ESPORTIU;        23,382.19;2
S-07028;RELIGIOS;       107,615.32;1
S-07028;VIVENDA;        33,740.07;614
S-07029;ALTRES USOS;     1,746,308.58;1
S-07029;COMERÇ;        61,113.65;30
S-07029;EMMAGATZEMATGE;         7,009.16;720
S-07029;INDUSTRIA;        10,754.64;1
S-07029;VIVENDA;        48,762.97;1.008
S-07030;COMERÇ;        28,677.13;70
S-07030;EMMAGATZEMATGE;         9,449.86;490
S-07030;OFICINA;        59,730.41;2
S-07030;SOL SENSE EDIFICAR;        91,431.81;2
S-07030;VIVENDA;        66,808.45;504
S-07031;ALTRES USOS;        49,807.26;1
S-07031;COMERÇ;        34,647.40;28
S-07031;EMMAGATZEMATGE;         8,247.48;225
S-07031;SOL SENSE EDIFICAR;        57,720.60;1
S-07031;VIVENDA;        40,008.11;662
S-08001;ALTRES USOS;       138,485.23;1
S-08001;COMERÇ;        33,606.20;23
S-08001;EMMAGATZEMATGE;        10,696.71;225
S-08001;INDUSTRIA;        36,639.76;3
S-08001;SOL SENSE EDIFICAR;        36,818.74;2
S-08001;VIVENDA;        37,730.20;286
S-08002;COMERÇ;        77,803.45;37
S-08002;EMMAGATZEMATGE;        10,382.08;179
S-08002;ENSENYAMENT;       157,777.25;2
S-08002;INDUSTRIA;       107,094.71;1
S-08002;SOL SENSE EDIFICAR;        13,807.32;1
S-08002;VIVENDA;        43,576.78;466
S-08003;COMERÇ;       279,739.22;112
S-08003;EMMAGATZEMATGE;         8,730.48;893
S-08003;HOTEL;       138,792.09;1
S-08003;INDUSTRIA;       228,311.09;55
S-08003;OFICINA;       521,143.82;1
S-08003;SOL SENSE EDIFICAR;        10,352.01;2
S-08003;VIVENDA;        44,059.43;589
S-08004;COMERÇ;        81,389.29;18
S-08004;EMMAGATZEMATGE;         5,505.40;257
S-08004;ENSENYAMENT;       211,798.95;1
S-08004;INDUSTRIA;        21,031.74;1
S-08004;OFICINA;       115,368.32;2
S-08004;SOL SENSE EDIFICAR;         6,010.53;1
S-08004;VIVENDA;        39,757.69;382
S-08005;COMERÇ;        30,920.84;18
S-08005;EMMAGATZEMATGE;        15,181.70;16
S-08005;INDUSTRIA;        17,009.09;2
S-08005;SOL SENSE EDIFICAR;        19,582.10;4
S-08005;VIVENDA;        37,401.17;251
S-08006;COMERÇ;        31,758.85;23
S-08006;EMMAGATZEMATGE;         6,323.18;134
S-08006;OFICINA;        36,161.45;1
S-08006;VIVENDA;        43,199.44;328
S-08007;ALTRES USOS;       161,679.92;1
S-08007;COMERÇ;        30,235.96;26
S-08007;EMMAGATZEMATGE;        28,187.89;21
S-08007;ENSENYAMENT;        73,277.24;2
S-08007;INDUSTRIA;        23,325.80;1
S-08007;OFICINA;        51,815.31;3
S-08007;VIVENDA;        35,418.08;487
S-08008;ALTRES USOS;       223,463.09;2
S-08008;COMERÇ;        68,689.76;41
S-08008;EMMAGATZEMATGE;        10,954.67;295
S-08008;SOL SENSE EDIFICAR;        60,821.28;5
S-08008;VIVENDA;        41,361.61;688
S-08009;ALTRES USOS;        39,219.05;3
S-08009;COMERÇ;        64,853.18;17
S-08009;EMMAGATZEMATGE;         5,723.88;174
S-08009;INDUSTRIA;         7,295.86;1
S-08009;VIVENDA;        35,587.39;316
S-08010;ALTRES USOS;       175,682.93;3
S-08010;COMERÇ;        39,777.55;21
S-08010;EMMAGATZEMATGE;        28,726.64;17
S-08010;ENSENYAMENT;       297,043.11;1
S-08010;INDUSTRIA;        27,546.25;2
S-08010;VIVENDA;        32,762.48;328
S-08011;EMMAGATZEMATGE;       351,761.24;5
S-08011;VIVENDA;        35,157.91;153
S-08012;ALTRES USOS;     1,025,258.21;1
S-08012;COMERÇ;       568,609.31;84
S-08012;EMMAGATZEMATGE;         6,373.04;910
S-08012;ENSENYAMENT;       170,679.01;1
S-08012;HOTEL;        62,597.27;1
S-08012;INDUSTRIA;       349,906.33;23
S-08012;OFICINA;       773,659.60;7
S-08012;SOL SENSE EDIFICAR;       437,675.10;1
S-08012;VIVENDA;        75,834.88;489
S-08013;COMERÇ;        57,456.38;11
S-08013;EMMAGATZEMATGE;         6,283.65;444
S-08013;INDUSTRIA;        86,760.95;2
S-08013;OFICINA;        37,509.79;19
S-08013;RELIGIOS;     1,028,503.97;1
S-08013;SOL SENSE EDIFICAR;       342,157.77;1
S-08013;VIVENDA;        60,325.58;229
S-09001;COMERÇ;        32,853.10;20
S-09001;EMMAGATZEMATGE;        16,915.70;19
S-09001;ENSENYAMENT;       373,209.61;2
S-09001;VIVENDA;        38,199.68;190
S-09002;COMERÇ;       560,893.63;1
S-09002;EMMAGATZEMATGE;        18,140.99;2
S-09002;VIVENDA;        22,682.67;245
S-09003;COMERÇ;       133,091.89;15
S-09003;EMMAGATZEMATGE;        15,038.86;120
S-09003;ENSENYAMENT;       264,260.32;2
S-09003;INDUSTRIA;       270,528.81;76
S-09003;OFICINA;       320,760.08;1
S-09003;SOL SENSE EDIFICAR;       241,959.27;4
S-09003;VIVENDA;        48,874.16;271
S-09004;ENSENYAMENT;     2,440,067.80;1
S-09004;RELIGIOS;       956,845.24;1
S-09004;VIVENDA;        21,574.48;218
S-09005;VIVENDA;        21,282.00;80
S-09006;COMERÇ;        21,144.90;75
S-09006;EMMAGATZEMATGE;        49,951.75;6
S-09006;VIVENDA;        24,980.76;710
S-09008;COMERÇ;        32,553.59;30
S-09008;EMMAGATZEMATGE;         3,776.27;4
S-09008;ENSENYAMENT;        73,641.55;1
S-09008;INDUSTRIA;     1,064,309.59;1
S-09008;SOL SENSE EDIFICAR;        31,542.10;3
S-09008;VIVENDA;        33,507.58;791
S-09009;COMERÇ;        34,349.65;8
S-09009;EMMAGATZEMATGE;         8,270.92;28
S-09009;ENSENYAMENT;     2,496,971.12;1
S-09009;VIVENDA;        39,661.11;188
S-09010;ALTRES USOS;        42,076.08;2
S-09010;COMERÇ;        20,164.16;77
S-09010;EMMAGATZEMATGE;         8,415.99;120
S-09010;VIVENDA;        51,107.41;313
S-09011;COMERÇ;        16,147.48;5
S-09011;VIVENDA;        27,426.73;93
S-09012;COMERÇ;        51,630.97;17
S-09012;EMMAGATZEMATGE;        72,302.96;27
S-09012;OFICINA;        30,964.32;1
S-09012;VIVENDA;        30,963.69;672
S-09013;COMERÇ;        44,605.25;25
S-09013;EMMAGATZEMATGE;         6,103.83;147
S-09013;ENSENYAMENT;        44,151.52;1
S-09013;VIVENDA;        35,912.84;350
S-09014;COMERÇ;        25,238.30;9
S-09014;VIVENDA;        38,520.89;67
S-09015;COMERÇ;        48,464.30;5
S-09015;EMMAGATZEMATGE;        13,331.96;20
S-09015;OFICINA;        23,465.23;1
S-09015;VIVENDA;        42,323.24;126
S-09016;ALTRES USOS;        51,069.56;1
S-09016;COMERÇ;        23,389.78;53
S-09016;EMMAGATZEMATGE;         8,247.01;308
S-09016;ENSENYAMENT;        29,052.75;1
S-09016;OFICINA;        30,990.99;2
S-09016;VIVENDA;        33,773.30;566
S-09017;COMERÇ;        25,598.69;27
S-09017;EMMAGATZEMATGE;         9,434.76;56
S-09017;INDUSTRIA;        12,205.74;1
S-09017;VIVENDA;        30,745.24;371
S-09018;COMERÇ;        71,603.95;5
S-09018;EMMAGATZEMATGE;        18,929.44;8
S-09018;ENSENYAMENT;       205,162.45;1
S-09018;SOL SENSE EDIFICAR;       168,701.68;1
S-09018;VIVENDA;        29,885.06;143
S-09019;COMERÇ;        31,925.05;20
S-09019;EMMAGATZEMATGE;        10,263.34;32
S-09019;INDUSTRIA;       177,730.98;1
S-09019;OFICINA;        38,627.73;1
S-09019;SOL SENSE EDIFICAR;       160,918.13;1
S-09019;VIVENDA;        32,424.92;342
S-09020;COMERÇ;        10,076.06;3
S-09020;EMMAGATZEMATGE;         4,646.37;1
S-09020;OFICINA;         6,843.17;1
S-09020;VIVENDA;        21,778.65;76
S-09021;ALTRES USOS;        90,522.47;1
S-09021;COMERÇ;        68,446.74;29
S-09021;EMMAGATZEMATGE;        13,214.24;112
S-09021;ENSENYAMENT;       240,527.40;5
S-09021;INDUSTRIA;        76,655.91;12
S-09021;OFICINA;        43,548.16;2
S-09021;SOL SENSE EDIFICAR;        44,980.36;1
S-09021;VIVENDA;        48,166.20;481
S-09022;ALTRES USOS;        32,436.33;1
S-09022;COMERÇ;        38,586.94;52
S-09022;EMMAGATZEMATGE;        13,748.29;58
S-09022;ENSENYAMENT;        18,007.90;4
S-09022;INDUSTRIA;        47,766.73;2
S-09022;OFICINA;        52,155.00;7
S-09022;SOL SENSE EDIFICAR;       155,539.61;2
S-09022;VIVENDA;        39,575.01;612
S-09023;COMERÇ;        25,094.33;14
S-09023;EMMAGATZEMATGE;         7,164.13;1
S-09023;INDUSTRIA;       116,199.49;1
S-09023;VIVENDA;        26,531.84;257
S-09024;COMERÇ;        33,618.89;22
S-09024;EMMAGATZEMATGE;        14,006.27;30
S-09024;VIVENDA;        33,474.30;389
S-09025;COMERÇ;        45,360.59;32
S-09025;EMMAGATZEMATGE;        14,228.49;42
S-09025;HOTEL;       103,364.84;1
S-09025;INDUSTRIA;        61,492.78;3
S-09025;OFICINA;        17,007.44;1
S-09025;SOL SENSE EDIFICAR;        40,019.59;1
S-09025;VIVENDA;        38,056.20;319
S-09026;COMERÇ;        49,941.71;33
S-09026;EMMAGATZEMATGE;         8,512.82;90
S-09026;ENSENYAMENT;       147,372.88;6
S-09026;INDUSTRIA;         6,729.16;1
S-09026;OFICINA;       101,186.96;5
S-09026;VIVENDA;        36,302.09;522
S-09027;ALTRES USOS;       107,314.39;1
S-09027;COMERÇ;        27,428.93;36
S-09027;EMMAGATZEMATGE;        29,508.52;13
S-09027;INDUSTRIA;        55,287.60;2
S-09027;SOL SENSE EDIFICAR;        15,086.18;1
S-09027;VIVENDA;        38,010.42;191
S-09028;COMERÇ;        43,754.13;9
S-09028;EMMAGATZEMATGE;         5,787.30;44
S-09028;OFICINA;        26,115.18;1
S-09028;VIVENDA;        30,861.04;224
S-09029;ALTRES USOS;       112,049.54;2
S-09029;COMERÇ;        59,147.12;8
S-09029;EMMAGATZEMATGE;        29,807.00;8
S-09029;INDUSTRIA;        53,584.50;6
S-09029;OFICINA;        85,255.25;1
S-09029;RELIGIOS;       119,836.07;1
S-09029;VIVENDA;        50,990.51;110
S-09030;COMERÇ;       618,190.26;19
S-09030;EMMAGATZEMATGE;         6,199.35;155
S-09030;HOTEL;       122,962.95;1
S-09030;INDUSTRIA;       490,762.55;116
S-09030;OFICINA;       345,891.62;46
S-09030;SOL SENSE EDIFICAR;       667,037.19;4
S-09030;VIVENDA;        41,102.48;280
S-09031;COMERÇ;        26,400.63;11
S-09031;EMMAGATZEMATGE;        10,911.78;3
S-09031;ENSENYAMENT;        26,947.21;3
S-09031;OFICINA;        28,397.80;1
S-09031;VIVENDA;        37,370.32;83
S-09032;COMERÇ;        27,446.27;17
S-09032;EMMAGATZEMATGE;         7,338.98;180
S-09032;INDUSTRIA;       141,260.48;1
S-09032;SOL SENSE EDIFICAR;        24,622.63;2
S-09032;VIVENDA;        30,127.56;172
S-09033;COMERÇ;        32,947.59;31
S-09033;EMMAGATZEMATGE;        10,294.26;141
S-09033;ENSENYAMENT;       228,897.55;1
S-09033;OFICINA;        25,654.22;3
S-09033;SOL SENSE EDIFICAR;        20,512.25;2
S-09033;VIVENDA;        34,226.25;369
S-09034;ALTRES USOS;        64,303.71;1
S-09034;COMERÇ;        34,079.09;78
S-09034;EMMAGATZEMATGE;         8,708.24;183
S-09034;INDUSTRIA;        70,977.19;3
S-09034;OFICINA;        62,757.86;7
S-09034;SOL SENSE EDIFICAR;       176,035.27;3
S-09034;VIVENDA;        43,658.44;644
S-09035;COMERÇ;       115,756.01;16
S-09035;EMMAGATZEMATGE;        37,648.81;55
S-09035;INDUSTRIA;        85,889.81;4
S-09035;OFICINA;        36,216.69;1
S-09035;SOL SENSE EDIFICAR;     1,260,503.58;1
S-09035;VIVENDA;        39,337.80;500
S-09036;COMERÇ;        26,175.64;44
S-09036;EMMAGATZEMATGE;         8,819.00;69
S-09036;INDUSTRIA;       125,516.97;3
S-09036;RELIGIOS;       889,958.51;1
S-09036;SOL SENSE EDIFICAR;        11,100.17;2
S-09036;VIVENDA;        33,422.16;732
S-09037;COMERÇ;        18,084.66;42
S-09037;EMMAGATZEMATGE;         5,406.08;9
S-09037;OFICINA;        45,279.39;2
S-09037;VIVENDA;        24,062.72;498
S-09038;ALTRES USOS;        63,143.90;1
S-09038;COMERÇ;        35,804.84;74
S-09038;EMMAGATZEMATGE;        10,899.79;176
S-09038;INDUSTRIA;        58,769.43;4
S-09038;OFICINA;        31,635.86;8
S-09038;RELIGIOS;       212,993.63;2
S-09038;SOL SENSE EDIFICAR;        24,323.75;4
S-09038;VIVENDA;        36,180.32;612
S-09042;INDUSTRIA;       545,620.21;2
S-09042;VIVENDA;        21,150.14;242
S-09043;COMERÇ;        42,375.69;14
S-09043;EMMAGATZEMATGE;         7,545.26;234
S-09043;ENSENYAMENT;       191,878.70;1
S-09043;HOTEL;        74,195.92;1
S-09043;INDUSTRIA;        63,544.10;3
S-09043;OFICINA;        92,208.62;4
S-09043;SOL SENSE EDIFICAR;       223,671.44;1
S-09043;VIVENDA;        43,987.25;359
S-09044;COMERÇ;        42,724.71;30
S-09044;EMMAGATZEMATGE;         9,221.09;61
S-09044;ENSENYAMENT;        66,091.27;1
S-09044;SOL SENSE EDIFICAR;         2,862.12;1
S-09044;VIVENDA;        38,739.04;364
S-09045;COMERÇ;        24,994.68;49
S-09045;EMMAGATZEMATGE;         8,914.24;20
S-09045;ENSENYAMENT;       182,272.68;1
S-09045;OFICINA;        19,903.49;2
S-09045;VIVENDA;        29,832.56;586
S-09046;COMERÇ;        37,851.13;11
S-09046;EMMAGATZEMATGE;         7,261.12;171
S-09046;OFICINA;        27,011.86;1
S-09046;VIVENDA;        35,076.47;173
S-09047;COMERÇ;        40,170.06;26
S-09047;EMMAGATZEMATGE;         8,507.73;267
S-09047;ENSENYAMENT;        43,834.00;3
S-09047;OFICINA;        41,052.10;4
S-09047;VIVENDA;        32,784.71;672
S-09048;COMERÇ;        38,155.07;13
S-09048;EMMAGATZEMATGE;         8,674.44;22
S-09048;INDUSTRIA;         7,756.30;1
S-09048;SOL SENSE EDIFICAR;         6,598.88;1
S-09048;VIVENDA;        31,615.26;157
S-09049;ALTRES USOS;       105,714.42;2
S-09049;COMERÇ;       115,617.89;19
S-09049;EMMAGATZEMATGE;         5,542.17;444
S-09049;ENSENYAMENT;       250,666.20;2
S-09049;ESPORTIU;        26,954.98;2
S-09049;INDUSTRIA;       127,064.47;4
S-09049;OFICINA;        83,337.42;9
S-09049;SOL SENSE EDIFICAR;        48,154.73;1
S-09049;VIVENDA;        71,036.29;554
S-09050;ALTRES USOS;       780,563.33;2
S-09050;COMERÇ;        59,023.04;12
S-09050;EMMAGATZEMATGE;       123,986.08;3
S-09050;OFICINA;        25,946.27;1
S-09050;VIVENDA;        36,762.43;147
S-09053;COMERÇ;        62,540.65;25
S-09053;EMMAGATZEMATGE;        12,600.56;49
S-09053;OFICINA;        37,183.04;3
S-09053;SOL SENSE EDIFICAR;       787,828.48;1
S-09053;VIVENDA;        40,148.86;215
S-09054;COMERÇ;        24,507.36;5
S-09054;EMMAGATZEMATGE;         5,786.18;44
S-09054;VIVENDA;        34,565.66;106
S-09055;COMERÇ;       277,306.40;12
S-09055;EMMAGATZEMATGE;       110,608.77;9
S-09055;INDUSTRIA;       410,096.69;56
S-09055;OFICINA;       269,960.03;4
S-09055;VIVENDA;        24,808.49;59
S-09056;COMERÇ;        29,598.06;1
S-09056;EMMAGATZEMATGE;         9,894.01;1
S-09056;VIVENDA;        24,882.24;11
S-09057;ALTRES USOS;       500,108.04;2
S-09057;COMERÇ;        98,787.65;75
S-09057;EMMAGATZEMATGE;        12,527.49;137
S-09057;INDUSTRIA;        54,905.62;1
S-09057;OFICINA;        68,366.71;1
S-09057;SOL SENSE EDIFICAR;        93,020.83;1
S-09057;VIVENDA;        52,929.99;550
S-09058;ALTRES USOS;       257,935.27;1
S-09058;COMERÇ;        52,698.75;22
S-09058;EMMAGATZEMATGE;         9,115.12;155
S-09058;OFICINA;        38,167.49;5
S-09058;VIVENDA;        37,843.80;311
S-09059;ALTRES USOS;        53,631.73;2
S-09059;COMERÇ;       143,097.99;25
S-09059;EMMAGATZEMATGE;         8,052.34;304
S-09059;OFICINA;        75,564.86;2
S-09059;VIVENDA;        52,075.77;410
